,reps,interop_compute_ms,trial,runtime_ns
131,100,110,19,11191392231
132,100,110,2,11193492420
133,100,110,20,11200336038
134,100,110,21,11205433901
135,100,110,22,11184291156
136,100,110,23,11209640515
137,100,110,24,11209947240
138,100,110,25,11202363242
139,100,110,26,11207837545
140,100,110,27,11201823699
141,100,110,28,11202364745
142,100,110,29,11202594329
143,100,110,3,11204622888
144,100,110,4,11193624506
145,100,110,5,11188032094
146,100,110,6,11179288966
147,100,110,7,11172932196
148,100,110,8,11180050757
149,100,110,9,11191741446
150,100,115,0,11692509683
151,100,115,1,11678080691
152,100,115,10,11698218983
153,100,115,11,11665034534
154,100,115,12,11698585484
155,100,115,13,11695752890
156,100,115,14,11717432421
157,100,115,15,11688128262
158,100,115,16,11697128158
159,100,115,17,11718340185
160,100,115,18,11701082836
161,100,115,19,11727114150
162,100,115,2,11746812375
163,100,115,20,11688006953
164,100,115,21,11714079665
165,100,115,22,11708297748
166,100,115,23,11693244819
167,100,115,24,11693930344
168,100,115,25,11706830662
169,100,115,26,11698115820
170,100,115,27,11688280411
171,100,115,28,11697657164
172,100,115,29,11705840906
173,100,115,3,11698788305
174,100,115,4,11684673938
175,100,115,5,11685773396
176,100,115,6,11702446538
177,100,115,7,11709786209
178,100,115,8,11686861535
179,100,115,9,11704430109
180,100,120,0,12178423651
181,100,120,1,12201718149
182,100,120,10,12194685086
183,100,120,11,12212726398
184,100,120,12,12187971802
185,100,120,13,12198435965
186,100,120,14,12202434868
187,100,120,15,12192832279
188,100,120,16,12227614091
189,100,120,17,12190018140
190,100,120,18,12213042698
191,100,120,19,12209982132
192,100,120,2,12188314720
193,100,120,20,12194874262
194,100,120,21,12203621669
195,100,120,22,12214613760
196,100,120,23,12201430217
197,100,120,24,12197183432
198,100,120,25,12179017088
199,100,120,26,12206985622
200,100,120,27,12200637283
201,100,120,28,12177539605
202,100,120,29,12186283250
203,100,120,3,12193912339
204,100,120,4,12202095463
205,100,120,5,12203723301
206,100,120,6,12230385676
207,100,120,7,12186840238
208,100,120,8,12206793063
209,100,120,9,12202170913
210,100,125,0,12694805568
211,100,125,1,12711713837
212,100,125,10,12709117793
213,100,125,11,12710902903
214,100,125,12,12677190368
215,100,125,13,12677745156
216,100,125,14,12684853758
217,100,125,15,12714593065
218,100,125,16,12725806597
219,100,125,17,12716452816
220,100,125,18,12696444859
221,100,125,19,12690585867
222,100,125,2,12691723016
223,100,125,20,12699365220
224,100,125,21,12708258865
225,100,125,22,12710051471
226,100,125,23,12697696305
227,100,125,24,12677162821
228,100,125,25,12705385482
229,100,125,26,12687150660
230,100,125,27,12686921709
231,100,125,28,12683131588
232,100,125,29,12682209890
233,100,125,3,12687702818
234,100,125,4,12702130161
235,100,125,5,12684541079
236,100,125,6,12708967496
237,100,125,7,12701555341
238,100,125,8,12718489601
239,100,125,9,12693150571
240,100,130,0,13200713267
241,100,130,1,13197424043
242,100,130,10,13214150090
243,100,130,11,13197061215
244,100,130,12,13185278265
245,100,130,13,13200059975
246,100,130,14,13181258240
247,100,130,15,13221763264
248,100,130,16,13214323844
249,100,130,17,13205634002
250,100,130,18,13194868277
251,100,130,19,13197797781
252,100,130,2,13213508774
253,100,130,20,13197238668
254,100,130,21,13242804298
255,100,130,22,13179222121
256,100,130,23,13206175521
257,100,130,24,13205162559
258,100,130,25,13223088316
259,100,130,26,13205085731
260,100,130,27,13220700865
261,100,130,28,13196743965
262,100,130,29,13181344249
263,100,130,3,13210847631
264,100,130,4,13205930531
265,100,130,5,13185769549
266,100,130,6,13178030784
267,100,130,7,13211192530
268,100,130,8,13186475465
269,100,130,9,13204076149
270,100,135,0,13710995278
271,100,135,1,13705142106
272,100,135,10,13704409730
273,100,135,11,13704704923
274,100,135,12,13712079755
275,100,135,13,13708526736
276,100,135,14,13725112079
277,100,135,15,13698078728
278,100,135,16,13718224365
279,100,135,17,13718047371
280,100,135,18,13686833887
281,100,135,19,13738187612
282,100,135,2,13698017778
283,100,135,20,13685861462
284,100,135,21,13704557443
285,100,135,22,13711890953
286,100,135,23,13706879897
287,100,135,24,13712874062
288,100,135,25,13688463250
289,100,135,26,13687796327
290,100,135,27,13688818061
291,100,135,28,13721888812
292,100,135,29,13720244431
293,100,135,3,13688685223
294,100,135,4,13704345392
295,100,135,5,13687531332
296,100,135,6,13711926759
297,100,135,7,13684853791
298,100,135,8,13704894906
299,100,135,9,13704791637
300,100,140,0,14209813714
301,100,140,1,14231611775
302,100,140,10,14192250227
303,100,140,11,14211547751
304,100,140,12,14196088232
305,100,140,13,14224665995
306,100,140,14,14198346069
307,100,140,15,14193973324
308,100,140,16,14221573569
309,100,140,17,14226647075
310,100,140,18,14190310068
311,100,140,19,14197960687
312,100,140,2,14207331350
313,100,140,20,14196157520
314,100,140,21,14213246866
315,100,140,22,14200430689
316,100,140,23,14214391187
317,100,140,24,14223610028
318,100,140,25,14200343278
319,100,140,26,14211276557
320,100,140,27,14189993145
321,100,140,28,14200924579
322,100,140,29,14195086039
323,100,140,3,14196073537
324,100,140,4,14202419230
325,100,140,5,14225264307
326,100,140,6,14189239180
327,100,140,7,14199360485
328,100,140,8,14209220238
329,100,140,9,14185765232
330,100,145,0,14691964698
331,100,145,1,14712838453
332,100,145,10,14711567120
333,100,145,11,14712371193
334,100,145,12,14700409322
335,100,145,13,14701146772
336,100,145,14,14709413414
337,100,145,15,14712142014
338,100,145,16,14688594620
339,100,145,17,14687278915
340,100,145,18,14701435882
341,100,145,19,14714046776
342,100,145,2,14693524415
343,100,145,20,14709066045
344,100,145,21,14711856373
345,100,145,22,14690595052
346,100,145,23,14699945109
347,100,145,24,14688163069
348,100,145,25,14712225756
349,100,145,26,14682248342
350,100,145,27,14701485905
351,100,145,28,14724604274
352,100,145,29,14710733437
353,100,145,3,14701040711
354,100,145,4,14695584642
355,100,145,5,14682774547
356,100,145,6,14700040163
357,100,145,7,14731411151
358,100,145,8,14718989178
359,100,145,9,14709067336
360,100,150,0,15213482412
361,100,150,1,15233205642
362,100,150,10,15216153740
363,100,150,11,15193315185
364,100,150,12,15218193901
365,100,150,13,15222791690
366,100,150,14,15206101890
367,100,150,15,15198806232
368,100,150,16,15211208732
369,100,150,17,15205619882
370,100,150,18,15208699226
371,100,150,19,15186858067
372,100,150,2,15191076446
373,100,150,20,15196049961
374,100,150,21,15207119120
375,100,150,22,15206412548
376,100,150,23,15192370910
377,100,150,24,15204786638
378,100,150,25,15189320901
379,100,150,26,15204439777
380,100,150,27,15204924577
381,100,150,28,15195033981
382,100,150,29,15215754184
383,100,150,3,15182665359
384,100,150,4,15210441082
385,100,150,5,15208961017
386,100,150,6,15206648459
387,100,150,7,15209362241
388,100,150,8,15190927442
389,100,150,9,15204989824
390,100,15,0,10002924050
391,100,15,1,10020058306
392,100,15,10,10020539883
393,100,15,11,9951363217
394,100,15,12,10025944299
395,100,15,13,10001363273
396,100,15,14,9965634464
397,100,15,15,9976042981
398,100,15,16,10002372960
399,100,15,17,9967384153
400,100,15,18,9942382335
401,100,15,19,9947792731
402,100,15,2,9967939851
403,100,15,20,9965988311
404,100,15,21,9963507510
405,100,15,22,9953745899
406,100,15,23,9995511887
407,100,15,24,10026655580
408,100,15,25,9984012628
409,100,15,26,9999477461
410,100,15,27,9996070380
411,100,15,28,9922073806
412,100,15,29,10020570184
413,100,15,3,9974864081
414,100,15,4,9967240262
415,100,15,5,10038866024
416,100,15,6,9991646470
417,100,15,7,9989964406
418,100,15,8,9914525902
419,100,15,9,10036399635
420,100,20,0,9994375052
421,100,20,1,10021244626
422,100,20,10,9966930855
423,100,20,11,10033057727
424,100,20,12,9984755913
425,100,20,13,9968300212
426,100,20,14,9926406452
427,100,20,15,9996597821
428,100,20,16,9931717719
429,100,20,17,10038856535
430,100,20,18,9969660146
431,100,20,19,9998314668
432,100,20,2,10002785246
433,100,20,20,10074517674
434,100,20,21,9955437313
435,100,20,22,9982723741
436,100,20,23,9964027094
437,100,20,24,9955276072
438,100,20,25,9984933256
439,100,20,26,9982446510
440,100,20,27,9943541675
441,100,20,28,10023699953
442,100,20,29,9955773416
443,100,20,3,10103069055
444,100,20,4,10023794950
445,100,20,5,10012724973
446,100,20,6,9986714568
447,100,20,7,9951739914
448,100,20,8,10012942572
449,100,20,9,10057173535
450,100,25,0,9990896660
451,100,25,1,10101057991
452,100,25,10,10038877920
453,100,25,11,9993474262
454,100,25,12,10009854565
455,100,25,13,10009195386
456,100,25,14,10046402365
457,100,25,15,10033426698
458,100,25,16,9995570454
459,100,25,17,10038557040
460,100,25,18,10072006672
461,100,25,19,10034755331
462,100,25,2,10043266110
463,100,25,20,9948995092
464,100,25,21,10028841605
465,100,25,22,9972143349
466,100,25,23,9985078451
467,100,25,24,9980864831
468,100,25,25,9959609070
469,100,25,26,10001712421
470,100,25,27,9989286098
471,100,25,28,10016306465
472,100,25,29,9966902315
473,100,25,3,10051212877
474,100,25,4,9976272245
475,100,25,5,9962320019
476,100,25,6,10001873972
477,100,25,7,9956272495
478,100,25,8,10003436988
479,100,25,9,10018394711
480,100,30,0,9996378317
481,100,30,1,9978729917
482,100,30,10,9971160935
483,100,30,11,9963367178
484,100,30,12,10027040129
485,100,30,13,9958103560
486,100,30,14,9988517152
487,100,30,15,10054611612
488,100,30,16,9970544858
489,100,30,17,9999614665
490,100,30,18,9967980483
491,100,30,19,10011095541
492,100,30,2,10015186290
493,100,30,20,10001241539
494,100,30,21,9974264926
495,100,30,22,9902991072
496,100,30,23,10014358046
497,100,30,24,9957543844
498,100,30,25,9978337952
499,100,30,26,10002175258
500,100,30,27,9927429669
501,100,30,28,9988286762
502,100,30,29,9950006449
503,100,30,3,9980791654
504,100,30,4,9938299830
505,100,30,5,9991917651
506,100,30,6,10021139001
507,100,30,7,9988943457
508,100,30,8,10003412255
509,100,30,9,9961728906
510,100,35,0,9977482627
511,100,35,1,9991978553
512,100,35,10,10078559114
513,100,35,11,10012245963
514,100,35,12,10000061496
515,100,35,13,10040930623
516,100,35,14,9994081941
517,100,35,15,10027272545
518,100,35,16,10014765665
519,100,35,17,9988639776
520,100,35,18,9897254251
521,100,35,19,9965789869
522,100,35,2,9959396298
523,100,35,20,9971198455
524,100,35,21,10005878027
525,100,35,22,10002778709
526,100,35,23,10026510166
527,100,35,24,10037354203
528,100,35,25,9980421821
529,100,35,26,9993995054
530,100,35,27,10045961746
531,100,35,28,9981092285
532,100,35,29,10029831936
533,100,35,3,9921213652
534,100,35,4,10006355095
535,100,35,5,9939234921
536,100,35,6,9984556737
537,100,35,7,10023453116
538,100,35,8,9956842212
539,100,35,9,10014293992
540,100,40,0,9972921074
541,100,40,1,10027868444
542,100,40,10,9939799039
543,100,40,11,9963299705
544,100,40,12,9974749434
545,100,40,13,10061654412
546,100,40,14,9950103380
547,100,40,15,9998629532
548,100,40,16,9966208365
549,100,40,17,9939902648
550,100,40,18,9911737112
551,100,40,19,9967012231
552,100,40,2,10032555189
553,100,40,20,9970374937
554,100,40,21,10067496930
555,100,40,22,10015382472
556,100,40,23,9978881062
557,100,40,24,9933292708
558,100,40,25,9989651276
559,100,40,26,10066453015
560,100,40,27,10000599979
561,100,40,28,10008499493
562,100,40,29,9978841168
563,100,40,3,10019822684
564,100,40,4,10011726513
565,100,40,5,9970136718
566,100,40,6,10025880600
567,100,40,7,10051153341
568,100,40,8,9938973940
569,100,40,9,9992138713
570,100,45,0,10014016252
571,100,45,1,10001112282
572,100,45,10,9914427910
573,100,45,11,9994545385
574,100,45,12,9914345247
575,100,45,13,9981487740
576,100,45,14,9990724477
577,100,45,15,10035218249
578,100,45,16,9983632302
579,100,45,17,9954134037
580,100,45,18,10004319955
581,100,45,19,9970864889
582,100,45,2,9974817227
583,100,45,20,10004035580
584,100,45,21,10021655108
585,100,45,22,10023314385
586,100,45,23,10085119937
587,100,45,24,9976183830
588,100,45,25,9950001871
589,100,45,26,10001220453
590,100,45,27,9995807692
591,100,45,28,9926203945
592,100,45,29,9977771358
593,100,45,3,10029186064
594,100,45,4,10061377887
595,100,45,5,10080347092
596,100,45,6,9971424167
597,100,45,7,9972947403
598,100,45,8,9997388217
599,100,45,9,10008962105
600,100,50,0,10021636659
601,100,50,1,10001268108
602,100,50,10,10016022376
603,100,50,11,9981620409
604,100,50,12,9980720022
605,100,50,13,10007753280
606,100,50,14,10060259943
607,100,50,15,10001356594
608,100,50,16,9971493819
609,100,50,17,10009383711
610,100,50,18,10062269340
611,100,50,19,10057977308
612,100,50,2,10055115504
613,100,50,20,10027851861
614,100,50,21,10000008399
615,100,50,22,10005065322
616,100,50,23,9976773284
617,100,50,24,9885691458
618,100,50,25,9965459284
619,100,50,26,9976783557
620,100,50,27,10023355025
621,100,50,28,10028918229
622,100,50,29,9937519690
623,100,50,3,9954810730
624,100,50,4,10018691815
625,100,50,5,9948754700
626,100,50,6,9994844489
627,100,50,7,10007477159
628,100,50,8,9981139900
629,100,50,9,9999442425
630,100,55,0,9971952760
631,100,55,1,9982885833
632,100,55,10,9957052918
633,100,55,11,9941498614
634,100,55,12,10021552148
635,100,55,13,9986072353
636,100,55,14,9976907383
637,100,55,15,10069900740
638,100,55,16,10079726587
639,100,55,17,10008102399
640,100,55,18,9979024922
641,100,55,19,9993136424
642,100,55,2,9940695454
643,100,55,20,10036567189
644,100,55,21,10050649281
645,100,55,22,9999622033
646,100,55,23,10006309480
647,100,55,24,9979259381
648,100,55,25,9925538310
649,100,55,26,9958702516
650,100,55,27,10033392638
651,100,55,28,10003183808
652,100,55,29,9983776847
653,100,55,3,10026225118
654,100,55,4,9980756485
655,100,55,5,10014507713
656,100,55,6,10004785985
657,100,55,7,9973981393
658,100,55,8,9974648559
659,100,55,9,9941391434
660,100,5,0,9996687672
661,100,5,1,9985339976
662,100,5,10,10058187861
663,100,5,11,10055759572
664,100,5,12,10051210934
665,100,5,13,10068771303
666,100,5,14,10041140522
667,100,5,15,10002272155
668,100,5,16,9932032331
669,100,5,17,10002037275
670,100,5,18,9959863746
671,100,5,19,9976985988
672,100,5,2,10044541542
673,100,5,20,10030345282
674,100,5,21,10018084342
675,100,5,22,10010217953
676,100,5,23,9967624254
677,100,5,24,9976284215
678,100,5,25,9998053621
679,100,5,26,10020891524
680,100,5,27,9953649390
681,100,5,28,10015411421
682,100,5,29,9966534614
683,100,5,3,10020513029
684,100,5,4,9946656264
685,100,5,5,9960141950
686,100,5,6,9989426983
687,100,5,7,9967171201
688,100,5,8,9988201833
689,100,5,9,9964608009
690,100,60,0,10018870041
691,100,60,1,10005174412
692,100,60,10,10018073722
693,100,60,11,10038653555
694,100,60,12,10087696569
695,100,60,13,10020330890
696,100,60,14,9984832073
697,100,60,15,10006371526
698,100,60,16,10018912502
699,100,60,17,10003214992
700,100,60,18,10014512426
701,100,60,19,9955783591
702,100,60,2,9981823915
703,100,60,20,9972906482
704,100,60,21,10020800247
705,100,60,22,9975258256
706,100,60,23,10000308473
707,100,60,24,9929218814
708,100,60,25,9919223159
709,100,60,26,9971048799
710,100,60,27,9996512776
711,100,60,28,9993906794
712,100,60,29,9986412375
713,100,60,3,9996298452
714,100,60,4,10049491695
715,100,60,5,10002751656
716,100,60,6,10016403863
717,100,60,7,9988924248
718,100,60,8,9978628706
719,100,60,9,9978969052
720,100,65,0,10001783176
721,100,65,1,9978376875
722,100,65,10,10001114864
723,100,65,11,9954223036
724,100,65,12,10038103338
725,100,65,13,9925056701
726,100,65,14,10015586349
727,100,65,15,9932095306
728,100,65,16,9968535193
729,100,65,17,9986711432
730,100,65,18,9967098222
731,100,65,19,10008119779
732,100,65,2,9985238925
733,100,65,20,9943514329
734,100,65,21,10019236895
735,100,65,22,9962247075
736,100,65,23,9970950453
737,100,65,24,9962091227
738,100,65,25,9952536196
739,100,65,26,10017125997
740,100,65,27,10022368441
741,100,65,28,10033656755
742,100,65,29,10005689085
743,100,65,3,10019490374
744,100,65,4,9988937088
745,100,65,5,10051920447
746,100,65,6,9975076568
747,100,65,7,10046611921
748,100,65,8,10069649771
749,100,65,9,10076749158
750,100,70,0,9986674842
751,100,70,1,10002288424
752,100,70,10,9916100905
753,100,70,11,9936437012
754,100,70,12,9966369756
755,100,70,13,9954895487
756,100,70,14,10028700111
757,100,70,15,9943180154
758,100,70,16,9959192328
759,100,70,17,9964566841
760,100,70,18,9951356258
761,100,70,19,10006309916
762,100,70,2,10038470608
763,100,70,20,9950571384
764,100,70,21,9895428120
765,100,70,22,9936884233
766,100,70,23,10023865584
767,100,70,24,10018958732
768,100,70,25,9975785343
769,100,70,26,10003419887
770,100,70,27,9978724961
771,100,70,28,9932364809
772,100,70,29,10026556321
773,100,70,3,9968013953
774,100,70,4,9990532586
775,100,70,5,10058922874
776,100,70,6,10072552905
777,100,70,7,9966830322
778,100,70,8,10021841616
779,100,70,9,10043743242
780,100,75,0,9931741881
781,100,75,1,9973574120
782,100,75,10,10044556759
783,100,75,11,9937595088
784,100,75,12,9988533467
785,100,75,13,9941225076
786,100,75,14,10003399554
787,100,75,15,9987018047
788,100,75,16,9987731156
789,100,75,17,9971578629
790,100,75,18,9957682473
791,100,75,19,10016048851
792,100,75,2,10036472918
793,100,75,20,10000159126
794,100,75,21,9991826271
795,100,75,22,9990098995
796,100,75,23,9920956286
797,100,75,24,9967130999
798,100,75,25,9954736383
799,100,75,26,10006780940
800,100,75,27,10039677293
801,100,75,28,9936298429
802,100,75,29,9986318311
803,100,75,3,10014135916
804,100,75,4,10011269787
805,100,75,5,9974105618
806,100,75,6,10050452265
807,100,75,7,9981705300
808,100,75,8,9938438002
809,100,75,9,9994099915
810,100,80,0,10013409684
811,100,80,1,10033173437
812,100,80,10,9984848403
813,100,80,11,9925273719
814,100,80,12,9993504340
815,100,80,13,9992246624
816,100,80,14,9987788214
817,100,80,15,9950261050
818,100,80,16,10012699218
819,100,80,17,9996836886
820,100,80,18,10052086103
821,100,80,19,10006417166
822,100,80,2,10020042992
823,100,80,20,9985418566
824,100,80,21,9925503342
825,100,80,22,9973993262
826,100,80,23,10009967013
827,100,80,24,9967058916
828,100,80,25,9958993781
829,100,80,26,9931351387
830,100,80,27,9974732545
831,100,80,28,9984082661
832,100,80,29,9996949015
833,100,80,3,10066347310
834,100,80,4,9960893374
835,100,80,5,9998609752
836,100,80,6,9977931479
837,100,80,7,9951021792
838,100,80,8,10008633202
839,100,80,9,10027067259
840,100,85,0,10010391434
841,100,85,1,9959480640
842,100,85,10,9974659654
843,100,85,11,9947587818
844,100,85,12,10009909886
845,100,85,13,9969073616
846,100,85,14,10007976007
847,100,85,15,10011927613
848,100,85,16,9981582298
849,100,85,17,9903866956
850,100,85,18,9975924915
851,100,85,19,9923539647
852,100,85,2,9964066832
853,100,85,20,9948783581
854,100,85,21,9955317263
855,100,85,22,9956081508
856,100,85,23,9973589891
857,100,85,24,9934673060
858,100,85,25,9962908824
859,100,85,26,9968678954
860,100,85,27,9976481756
861,100,85,28,10048866521
862,100,85,29,10017803313
863,100,85,3,9987155496
864,100,85,4,10050497065
865,100,85,5,9955567943
866,100,85,6,9972439249
867,100,85,7,10011845005
868,100,85,8,9950915346
869,100,85,9,9992984973
870,100,90,0,10035462534
871,100,90,1,10002956525
872,100,90,10,10069478985
873,100,90,11,9988795530
874,100,90,12,10036751625
875,100,90,13,10026811668
876,100,90,14,9966981154
877,100,90,15,9938155812
878,100,90,16,9982921987
879,100,90,17,9953564400
880,100,90,18,9947741741
881,100,90,19,10045211929
882,100,90,2,10045976449
883,100,90,20,9940286882
884,100,90,21,9933795456
885,100,90,22,9938341734
886,100,90,23,10006908989
887,100,90,24,9975629233
888,100,90,25,10041266517
889,100,90,26,9952859358
890,100,90,27,9925473004
891,100,90,28,9977433618
892,100,90,29,10026512481
893,100,90,3,9978228551
894,100,90,4,9939374114
895,100,90,5,9953064977
896,100,90,6,9968043009
897,100,90,7,9954981988
898,100,90,8,9982202387
899,100,90,9,10038282878
900,100,95,0,9957579170
901,100,95,1,9978457088
902,100,95,10,9968733329
903,100,95,11,10016218438
904,100,95,12,9966028884
905,100,95,13,9974774606
906,100,95,14,9941530856
907,100,95,15,9963425283
908,100,95,16,9984088115
909,100,95,17,9956201052
910,100,95,18,10004977153
911,100,95,19,9970056230
912,100,95,2,10033845012
913,100,95,20,10001926855
914,100,95,21,9912017067
915,100,95,22,9967305031
916,100,95,23,9999018566
917,100,95,24,9957084902
918,100,95,25,10029812435
919,100,95,26,10045470023
920,100,95,27,10072014185
921,100,95,28,9979530260
922,100,95,29,9902236710
923,100,95,3,10006509969
924,100,95,4,9961337330
925,100,95,5,9985517515
926,100,95,6,10035986719
927,100,95,7,9987191280
928,100,95,8,10020897873
929,100,95,9,9968590393
930,10,0,0,1152704484
931,10,0,1,1146245694
932,10,0,10,1151798513
933,10,0,11,1143353448
934,10,0,12,1143600463
935,10,0,13,1148046874
936,10,0,14,1148514376
937,10,0,15,1144060762
938,10,0,16,1142093233
939,10,0,17,1152668121
940,10,0,18,1149033081
941,10,0,19,1148709514
942,10,0,2,1142698836
943,10,0,20,1157144387
944,10,0,21,1147402032
945,10,0,22,1150478217
946,10,0,23,1143945404
947,10,0,24,1146806542
948,10,0,25,1142043473
949,10,0,26,1139640704
950,10,0,27,1148575860
951,10,0,28,1142954715
952,10,0,29,1146108401
953,10,0,3,1151146107
954,10,0,4,1153018493
955,10,0,5,1153143123
956,10,0,6,1143894153
957,10,0,7,1148455428
958,10,0,8,1144604178
959,10,0,9,1143561172
960,10,100,0,1143994800
961,10,100,1,1152962966
962,10,100,10,1142867804
963,10,100,11,1142980971
964,10,100,12,1141390744
965,10,100,13,1141568870
966,10,100,14,1148432948
967,10,100,15,1147934645
968,10,100,16,1140208346
969,10,100,17,1144284249
970,10,100,18,1144090258
971,10,100,19,1150757067
972,10,100,2,1149219397
973,10,100,20,1161806800
974,10,100,21,1143468463
975,10,100,22,1137890768
976,10,100,23,1144201732
977,10,100,24,1148588256
978,10,100,25,1152744885
979,10,100,26,1141559902
980,10,100,27,1145785622
981,10,100,28,1150295762
982,10,100,29,1138722511
983,10,100,3,1144070141
984,10,100,4,1140226051
985,10,100,5,1147127810
986,10,100,6,1155439560
987,10,100,7,1155357047
988,10,100,8,1147413055
989,10,100,9,1147843082
990,10,105,0,1155110095
991,10,105,1,1153628957
992,10,105,10,1153745411
993,10,105,11,1159266823
994,10,105,12,1152972843
995,10,105,13,1159246310
996,10,105,14,1153936345
997,10,105,15,1154085274
998,10,105,16,1153396622
999,10,105,17,1153739121
1000,10,105,18,1157941646
1001,10,105,19,1153757580
1002,10,105,2,1154618638
1003,10,105,20,1163593057
1004,10,105,21,1162960649
1005,10,105,22,1153425632
1006,10,105,23,1153920656
1007,10,105,24,1154797502
1008,10,105,25,1155466733
1009,10,105,26,1154018410
1010,10,105,27,1156059778
1011,10,105,28,1153913807
1012,10,105,29,1163004708
1013,10,105,3,1154566816
1014,10,105,4,1154455657
1015,10,105,5,1154638472
1016,10,105,6,1154217791
1017,10,105,7,1154578441
1018,10,105,8,1155626128
1019,10,105,9,1154890780
1020,10,10,0,1142070510
1021,10,10,1,1140803237
1022,10,10,10,1147829888
1023,10,10,11,1147350548
1024,10,10,12,1144244026
1025,10,10,13,1144875058
1026,10,10,14,1144425571
1027,10,10,15,1154346265
1028,10,10,16,1155561494
1029,10,10,17,1145681998
1030,10,10,18,1153407380
1031,10,10,19,1145954947
1032,10,10,2,1149267518
1033,10,10,20,1147035476
1034,10,10,21,1146451874
1035,10,10,22,1143344437
1036,10,10,23,1152457446
1037,10,10,24,1146411263
1038,10,10,25,1146535498
1039,10,10,26,1147443382
1040,10,10,27,1144155843
1041,10,10,28,1146255304
1042,10,10,29,1150567016
1043,10,10,3,1155000023
1044,10,10,4,1143402640
1045,10,10,5,1148223084
1046,10,10,6,1142822819
1047,10,10,7,1157446798
1048,10,10,8,1152361138
1049,10,10,9,1143589515
1050,10,110,0,1205000956
1051,10,110,1,1205283156
1052,10,110,10,1204614858
1053,10,110,11,1203795075
1054,10,110,12,1204746395
1055,10,110,13,1202924490
1056,10,110,14,1206199315
1057,10,110,15,1203606608
1058,10,110,16,1206121679
1059,10,110,17,1203959347
1060,10,110,18,1205911220
1061,10,110,19,1203901255
1062,10,110,2,1202973521
1063,10,110,20,1203605062
1064,10,110,21,1204362859
1065,10,110,22,1203265133
1066,10,110,23,1203985388
1067,10,110,24,1206101381
